x1,y1,x2,y2,bpr
68000,1520000,80000,1760000,2
68000,1760000,80000,1761800,2
68000,1761800,80000,1840000,2
68000,1840000,80000,1920000,2
68000,1920000,80000,2000000,2
68000,2000000,80000,2079999,2
68000,2079999,80000,2080000,2
68000,2080000,80000,2160000,2
68000,2160000,80000,2239998,2
68000,2239998,80000,2240000,2
68000,2240000,80000,2249998,2
68000,2249998,80000,2250000,2
68000,2250000,80000,2256000,2
68000,2256000,80000,2276000,2
68000,2276000,80000,2294000,2
68000,2294000,80000,2320000,2
68000,2320000,80000,2400000,2
68000,2400000,80000,2501800,2
68000,2501800,80000,2547840,2
68000,2547840,80000,2559998,2
68000,2559998,80000,2562000,2
68000,2562000,80000,2566000,2
68000,2566000,80000,2639998,2
68000,2639998,80000,2640000,2
68000,2640000,80000,2719998,2
68000,2719998,80000,2720000,2
68000,2720000,80000,2761998,2
68000,2761998,80000,2762000,2
68000,2762000,80000,2763998,2
68000,2763998,80000,2764000,2
68000,2764000,80000,2772000,2
68000,2772000,80000,2799998,2
68000,2799998,80000,2800000,2
68000,2800000,80000,2860000,2
68000,2860000,80000,2864000,2
68000,2864000,80000,2867600,2
68000,2867600,80000,2879998,2
68000,2879998,80000,2880000,2
68000,2880000,80000,2892840,2
68000,2892840,80000,2896000,0
68000,2896000,80000,2908000,0
68000,2908000,80000,2943998,0
68000,2943998,80000,2944000,2
68000,2944000,80000,2956000,2
68000,2956000,80000,2959998,2
68000,2959998,80000,3039998,2
68000,3039998,80000,3040000,2
68000,3040000,80000,3119998,2
68000,3119998,80000,3120000,2
68000,3120000,80000,3146000,2
68000,3146000,80000,3154000,2
68000,3154000,80000,3199998,2
68000,3199998,80000,3200000,2
68000,3200000,80000,3253998,2
68000,3253998,80000,3254000,2
68000,3254000,80000,3260000,2
68000,3260000,80000,3264000,2
68000,3264000,80000,3266000,2
68000,3266000,80000,3268000,2
68000,3268000,80000,3276000,0
68000,3276000,80000,3279998,0
68000,3279998,80000,3280000,1
68000,3280000,80000,3286000,1
68000,3286000,80000,3332000,1
68000,3332000,80000,3340000,0
68000,3340000,80000,3359998,0
68000,3359998,80000,3396000,1
68000,3396000,80000,3408000,0
68000,3408000,80000,3439998,0
68000,3439998,80000,3440000,2
68000,3440000,80000,3506000,2
68000,3506000,80000,3512000,2
68000,3512000,80000,3519998,2
68000,3519998,80000,3520000,2
68000,3520000,80000,3545840,2
68000,3545840,80000,3588000,2
68000,3588000,80000,3599998,2
68000,3599998,80000,3600000,2
68000,3600000,80000,3638160,2
68000,3638160,80000,3645998,2
68000,3645998,80000,3646000,2
68000,3646000,80000,3674000,2
68000,3674000,80000,3679998,2
68000,3679998,80000,3680000,2
68000,3680000,80000,3759998,2
68000,3759998,80000,3760000,2
68000,3760000,80000,3839998,2
68000,3839998,80000,3840000,2
68000,3840000,80000,3919998,2
68000,3919998,80000,3920000,2
68000,3920000,80000,3961998,2
68000,3961998,80000,3962000,2
68000,3962000,80000,3990000,2
68000,3990000,80000,3999998,2
68000,3999998,80000,4000000,2
68000,4000000,80000,4079998,2
68000,4079998,80000,4080000,2
68000,4080000,80000,4084000,2
68000,4084000,80000,4096000,2
68000,4096000,80000,4136000,2
68000,4136000,80000,4159998,2
68000,4159998,80000,4160000,2
68000,4160000,80000,4234000,2
68000,4234000,80000,4239998,2
68000,4239998,80000,4240000,2
68000,4240000,80000,4256000,2
68000,4256000,80000,4269040,2
68000,4269040,80000,4319998,2
68000,4319998,80000,4320000,2
68000,4320000,80000,4399998,2
68000,4399998,80000,4400000,2
68000,4400000,80000,4476000,2
68000,4476000,80000,4479998,2
68000,4479998,80000,4480000,2
68000,4480000,80000,4496000,2
68000,4496000,80000,4500000,2
68000,4500000,80000,4508000,2
68000,4508000,80000,4522000,2
68000,4522000,80000,4560000,2
68000,4560000,80000,4639998,2
68000,4639998,80000,4640000,2
68000,4640000,80000,4719998,2
68000,4719998,80000,4720000,2
68000,4720000,80000,4794000,2
68000,4794000,80000,4798000,2
68000,4798000,80000,4798240,2
68000,4798240,80000,4800000,2
68000,4800000,80000,4812000,2
68000,4812000,80000,4818000,2
68000,4818000,80000,4828000,2
68000,4828000,80000,4836000,2
68000,4836000,80000,4879998,2
68000,4879998,80000,4880000,2
68000,4880000,80000,4883998,2
68000,4883998,80000,4884000,2
68000,4884000,80000,4886160,2
68000,4886160,80000,4891998,2
68000,4891998,80000,4892000,2
68000,4892000,80000,4894000,2
68000,4894000,80000,4898000,2
68000,4898000,80000,4900000,2
68000,4900000,80000,4902000,2
68000,4902000,80000,4959998,2
68000,4959998,80000,4960000,2
68000,4960000,80000,4996000,2
68000,4996000,80000,5039998,2
68000,5039998,80000,5040000,2
68000,5040000,80000,5097998,2
68000,5097998,80000,5098000,2
68000,5098000,80000,5119998,2
68000,5119998,80000,5120000,2
68000,5120000,80000,5160000,2
68000,5160000,80000,5165998,2
68000,5165998,80000,5166000,2
68000,5166000,80000,5184000,2
68000,5184000,80000,5190000,2
68000,5190000,80000,5191840,2
68000,5191840,80000,5194000,2
68000,5194000,80000,5200000,2
68000,5200000,80000,5218000,2
68000,5218000,80000,5228000,2
68000,5228000,80000,5280000,0
68000,5280000,80000,5346000,0
68000,5346000,80000,5360000,0
68000,5360000,80000,5440000,0
68000,5440000,80000,5492000,0
68000,5492000,80000,5494000,0
68000,5494000,80000,5498000,0
68000,5498000,80000,5520000,0
68000,5520000,80000,5600000,0
68000,5600000,80000,5680000,0
68000,5680000,80000,5760000,0
68000,5760000,80000,5820000,0
68000,5820000,80000,5822000,0
68000,5822000,80000,5826000,0
68000,5826000,80000,5840000,0
68000,5840000,80000,5919998,0
68000,5919998,80000,5920000,0
68000,5920000,80000,5942000,0
68000,5942000,80000,5987998,0
68000,5987998,80000,5988000,0
68000,5988000,80000,5994000,0
68000,5994000,80000,5999998,0
68000,5999998,80000,6010000,0
68000,6010000,80000,6012000,0
68000,6012000,80000,6016000,0
68000,6016000,80000,6018000,0
68000,6018000,80000,6038000,0
68000,6038000,80000,6046000,0
68000,6046000,80000,6058000,0
68000,6058000,80000,6060000,0
68000,6060000,80000,6084000,0
68000,6084000,80000,6096000,0
68000,6096000,80000,6100000,0
68000,6100000,80000,6116000,2
68000,6116000,80000,6138000,2
68000,6138000,80000,6159998,2
68000,6159998,80000,6184000,2
68000,6184000,80000,6233998,2
68000,6233998,80000,6234000,2
68000,6234000,80000,6234160,2
68000,6234160,80000,6237998,2
68000,6237998,80000,6238000,2
68000,6238000,80000,6239400,0
80000,0,100000,1800,0
80000,1800,100000,2000,0
80000,2000,100000,100000,2
80000,100000,100000,112000,2
80000,112000,100000,144000,2
80000,144000,100000,154000,2
80000,154000,100000,161800,2
80000,161800,100000,162160,2
80000,162160,100000,166000,2
80000,166000,100000,191800,2
80000,191800,100000,218000,2
80000,218000,100000,239998,2
80000,239998,100000,399998,2
80000,399998,100000,480000,2
80000,480000,100000,559998,2
80000,559998,100000,560000,2
80000,560000,100000,640000,2
80000,640000,100000,1360000,2
80000,1360000,100000,1440000,2
80000,1440000,100000,1520000,2
80000,1520000,100000,1760000,2
80000,1760000,100000,1761800,2
80000,1761800,100000,1840000,2
80000,1840000,100000,1920000,2
80000,1920000,100000,2000000,2
80000,2000000,100000,2079999,2
80000,2079999,100000,2080000,2
80000,2080000,100000,2160000,2
80000,2160000,100000,2239998,2
80000,2239998,100000,2240000,2
80000,2240000,100000,2249998,2
80000,2249998,100000,2250000,2
80000,2250000,100000,2256000,2
80000,2256000,100000,2276000,2
80000,2276000,100000,2294000,2
80000,2294000,100000,2320000,2
80000,2320000,100000,2400000,2
80000,2400000,100000,2501800,2
80000,2501800,100000,2547840,2
80000,2547840,100000,2559998,2
80000,2559998,100000,2562000,2
80000,2562000,100000,2566000,2
80000,2566000,100000,2639998,2
80000,2639998,100000,2640000,2
80000,2640000,100000,2719998,2
80000,2719998,100000,2720000,2
80000,2720000,100000,2761998,2
80000,2761998,100000,2762000,2
80000,2762000,100000,2763998,2
80000,2763998,100000,2764000,2
80000,2764000,100000,2772000,2
80000,2772000,100000,2799998,2
80000,2799998,100000,2800000,2
80000,2800000,100000,2860000,2
80000,2860000,100000,2864000,2
80000,2864000,100000,2867600,2
80000,2867600,100000,2879998,2
80000,2879998,100000,2880000,2
80000,2880000,100000,2892840,2
80000,2892840,100000,2896000,0
80000,2896000,100000,2908000,0
80000,2908000,100000,2943998,0
80000,2943998,100000,2944000,2
80000,2944000,100000,2956000,2
80000,2956000,100000,2959998,2
80000,2959998,100000,3039998,2
80000,3039998,100000,3040000,2
80000,3040000,100000,3119998,2
80000,3119998,100000,3120000,2
80000,3120000,100000,3146000,2
80000,3146000,100000,3154000,2
80000,3154000,100000,3199998,2
80000,3199998,100000,3200000,2
80000,3200000,100000,3253998,2
80000,3253998,100000,3254000,2
80000,3254000,100000,3260000,2
80000,3260000,100000,3264000,2
80000,3264000,100000,3266000,2
80000,3266000,100000,3268000,2
80000,3268000,100000,3276000,0
80000,3276000,100000,3279998,0
80000,3279998,100000,3280000,1
80000,3280000,100000,3286000,1
80000,3286000,100000,3332000,1
80000,3332000,100000,3340000,0
80000,3340000,100000,3359998,0
80000,3359998,100000,3396000,1
80000,3396000,100000,3408000,0
80000,3408000,100000,3439998,0
80000,3439998,100000,3440000,2
80000,3440000,100000,3506000,2
80000,3506000,100000,3512000,2
80000,3512000,100000,3519998,2
80000,3519998,100000,3520000,2
80000,3520000,100000,3545840,2
80000,3545840,100000,3588000,2
80000,3588000,100000,3599998,2
80000,3599998,100000,3600000,2
80000,3600000,100000,3638160,2
80000,3638160,100000,3645998,2
80000,3645998,100000,3646000,2
80000,3646000,100000,3674000,2
80000,3674000,100000,3679998,2
80000,3679998,100000,3680000,2
80000,3680000,100000,3759998,2
80000,3759998,100000,3760000,2
80000,3760000,100000,3839998,2
80000,3839998,100000,3840000,2
80000,3840000,100000,3919998,2
80000,3919998,100000,3920000,2
80000,3920000,100000,3961998,2
80000,3961998,100000,3962000,2
80000,3962000,100000,3990000,2
80000,3990000,100000,3999998,2
80000,3999998,100000,4000000,2
80000,4000000,100000,4079998,2
80000,4079998,100000,4080000,2
80000,4080000,100000,4084000,2
80000,4084000,100000,4096000,2
80000,4096000,100000,4136000,2
80000,4136000,100000,4159998,2
80000,4159998,100000,4160000,2
80000,4160000,100000,4234000,2
80000,4234000,100000,4239998,2
80000,4239998,100000,4240000,2
80000,4240000,100000,4256000,2
80000,4256000,100000,4269040,2
80000,4269040,100000,4319998,2
80000,4319998,100000,4320000,2
80000,4320000,100000,4399998,2
80000,4399998,100000,4400000,2
80000,4400000,100000,4476000,2
80000,4476000,100000,4479998,2
80000,4479998,100000,4480000,2
80000,4480000,100000,4496000,2
80000,4496000,100000,4500000,2
80000,4500000,100000,4508000,2
80000,4508000,100000,4522000,2
80000,4522000,100000,4560000,2
80000,4560000,100000,4639998,2
80000,4639998,100000,4640000,2
80000,4640000,100000,4719998,2
80000,4719998,100000,4720000,2
80000,4720000,100000,4794000,2
80000,4794000,100000,4798000,2
80000,4798000,100000,4798240,2
80000,4798240,100000,4800000,2
80000,4800000,100000,4812000,2
80000,4812000,100000,4818000,2
80000,4818000,100000,4828000,2
80000,4828000,100000,4836000,2
80000,4836000,100000,4879998,2
80000,4879998,100000,4880000,2
80000,4880000,100000,4883998,2
80000,4883998,100000,4884000,2
80000,4884000,100000,4886160,2
80000,4886160,100000,4891998,2
80000,4891998,100000,4892000,2
80000,4892000,100000,4894000,2
80000,4894000,100000,4898000,2
80000,4898000,100000,4900000,2
80000,4900000,100000,4902000,2
80000,4902000,100000,4959998,2
80000,4959998,100000,4960000,2
80000,4960000,100000,4996000,2
80000,4996000,100000,5039998,2
80000,5039998,100000,5040000,2
80000,5040000,100000,5097998,2
80000,5097998,100000,5098000,2
80000,5098000,100000,5119998,2
80000,5119998,100000,5120000,2
80000,5120000,100000,5160000,2
80000,5160000,100000,5165998,2
80000,5165998,100000,5166000,2
80000,5166000,100000,5184000,2
80000,5184000,100000,5190000,2
80000,5190000,100000,5191840,2
80000,5191840,100000,5194000,2
80000,5194000,100000,5200000,2
80000,5200000,100000,5218000,2
80000,5218000,100000,5228000,2
80000,5228000,100000,5280000,0
80000,5280000,100000,5346000,0
80000,5346000,100000,5360000,0
80000,5360000,100000,5440000,1
80000,5440000,100000,5492000,1
80000,5492000,100000,5494000,1
80000,5494000,100000,5498000,1
80000,5498000,100000,5520000,1
80000,5520000,100000,5600000,1
80000,5600000,100000,5680000,1
80000,5680000,100000,5760000,1
80000,5760000,100000,5820000,1
80000,5820000,100000,5822000,1
80000,5822000,100000,5826000,1
80000,5826000,100000,5840000,1
80000,5840000,100000,5919998,1
80000,5919998,100000,5920000,1
80000,5920000,100000,5942000,1
80000,5942000,100000,5987998,1
80000,5987998,100000,5988000,1
80000,5988000,100000,5994000,1
80000,5994000,100000,5999998,1
80000,5999998,100000,6010000,1
80000,6010000,100000,6012000,1
80000,6012000,100000,6016000,1
80000,6016000,100000,6018000,0
80000,6018000,100000,6038000,0
80000,6038000,100000,6046000,0
80000,6046000,100000,6058000,0
80000,6058000,100000,6060000,0
80000,6060000,100000,6084000,0
80000,6084000,100000,6096000,0
80000,6096000,100000,6100000,0
80000,6100000,100000,6116000,2
80000,6116000,100000,6138000,2
80000,6138000,100000,6159998,2
80000,6159998,100000,6184000,2
80000,6184000,100000,6233998,2
80000,6233998,100000,6234000,2
80000,6234000,100000,6234160,2
80000,6234160,100000,6237998,2
80000,6237998,100000,6238000,2
80000,6238000,100000,6239400,0
100000,0,114000,1800,0
100000,1800,114000,2000,0
100000,2000,114000,100000,2
100000,100000,114000,112000,2
100000,112000,114000,144000,2
100000,144000,114000,154000,2
100000,154000,114000,161800,2
100000,161800,114000,162160,2
100000,162160,114000,166000,2
100000,166000,114000,191800,2
100000,191800,114000,218000,2
100000,218000,114000,239998,2
100000,239998,114000,399998,2
100000,399998,114000,480000,2
100000,480000,114000,559998,2
100000,559998,114000,560000,2
100000,560000,114000,640000,2
100000,640000,114000,1360000,2
100000,1360000,114000,1440000,2
100000,1440000,114000,1520000,2
100000,1520000,114000,1760000,2
100000,1760000,114000,1761800,2
100000,1761800,114000,1840000,2
100000,1840000,114000,1920000,2
100000,1920000,114000,2000000,2
100000,2000000,114000,2079999,2
100000,2079999,114000,2080000,2
100000,2080000,114000,2160000,2
100000,2160000,114000,2239998,2
100000,2239998,114000,2240000,2
100000,2240000,114000,2249998,2
100000,2249998,114000,2250000,2
100000,2250000,114000,2256000,2
100000,2256000,114000,2276000,2
100000,2276000,114000,2294000,2
100000,2294000,114000,2320000,2
100000,2320000,114000,2400000,2
100000,2400000,114000,2501800,2
100000,2501800,114000,2547840,2
100000,2547840,114000,2559998,2
100000,2559998,114000,2562000,2
100000,2562000,114000,2566000,2
100000,2566000,114000,2639998,2
100000,2639998,114000,2640000,2
100000,2640000,114000,2719998,2
100000,2719998,114000,2720000,2
100000,2720000,114000,2761998,2
100000,2761998,114000,2762000,2
100000,2762000,114000,2763998,2
100000,2763998,114000,2764000,2
100000,2764000,114000,2772000,2
100000,2772000,114000,2799998,2
100000,2799998,114000,2800000,2
100000,2800000,114000,2860000,2
100000,2860000,114000,2864000,2
100000,2864000,114000,2867600,2
100000,2867600,114000,2879998,2
100000,2879998,114000,2880000,2
100000,2880000,114000,2892840,2
100000,2892840,114000,2896000,0
100000,2896000,114000,2908000,0
100000,2908000,114000,2943998,0
100000,2943998,114000,2944000,2
100000,2944000,114000,2956000,2
100000,2956000,114000,2959998,2
100000,2959998,114000,3039998,2
100000,3039998,114000,3040000,2
100000,3040000,114000,3119998,2
100000,3119998,114000,3120000,2
100000,3120000,114000,3146000,2
100000,3146000,114000,3154000,2
100000,3154000,114000,3199998,2
100000,3199998,114000,3200000,2
100000,3200000,114000,3253998,2
100000,3253998,114000,3254000,2
100000,3254000,114000,3260000,2
100000,3260000,114000,3264000,2
100000,3264000,114000,3266000,2
100000,3266000,114000,3268000,2
100000,3268000,114000,3276000,0
100000,3276000,114000,3279998,0
100000,3279998,114000,3280000,1
100000,3280000,114000,3286000,1
100000,3286000,114000,3332000,1
100000,3332000,114000,3340000,0
100000,3340000,114000,3359998,0
100000,3359998,114000,3396000,1
100000,3396000,114000,3408000,0
100000,3408000,114000,3439998,0
100000,3439998,114000,3440000,0
100000,3440000,114000,3506000,0
100000,3506000,114000,3512000,0
100000,3512000,114000,3519998,0
100000,3519998,114000,3520000,0
100000,3520000,114000,3545840,0
100000,3545840,114000,3588000,0
100000,3588000,114000,3599998,0
100000,3599998,114000,3600000,0
100000,3600000,114000,3638160,0
100000,3638160,114000,3645998,0
100000,3645998,114000,3646000,0
100000,3646000,114000,3674000,0
100000,3674000,114000,3679998,0
100000,3679998,114000,3680000,0
100000,3680000,114000,3759998,0
100000,3759998,114000,3760000,0
100000,3760000,114000,3839998,0
100000,3839998,114000,3840000,0
100000,3840000,114000,3919998,0
100000,3919998,114000,3920000,0
100000,3920000,114000,3961998,0
100000,3961998,114000,3962000,0
100000,3962000,114000,3990000,0
100000,3990000,114000,3999998,0
100000,3999998,114000,4000000,0
100000,4000000,114000,4079998,0
100000,4079998,114000,4080000,0
100000,4080000,114000,4084000,0
100000,4084000,114000,4096000,0
100000,4096000,114000,4136000,0
100000,4136000,114000,4159998,0
100000,4159998,114000,4160000,0
100000,4160000,114000,4234000,0
100000,4234000,114000,4239998,0
100000,4239998,114000,4240000,0
100000,4240000,114000,4256000,0
100000,4256000,114000,4269040,0
100000,4269040,114000,4319998,0
100000,4319998,114000,4320000,0
100000,4320000,114000,4399998,0
100000,4399998,114000,4400000,0
100000,4400000,114000,4476000,0
100000,4476000,114000,4479998,0
100000,4479998,114000,4480000,0
100000,4480000,114000,4496000,0
100000,4496000,114000,4500000,0
100000,4500000,114000,4508000,0
100000,4508000,114000,4522000,0
100000,4522000,114000,4560000,0
100000,4560000,114000,4639998,0
100000,4639998,114000,4640000,0
100000,4640000,114000,4719998,0
100000,4719998,114000,4720000,0
100000,4720000,114000,4794000,0
100000,4794000,114000,4798000,0
100000,4798000,114000,4798240,0
100000,4798240,114000,4800000,0
100000,4800000,114000,4812000,0
100000,4812000,114000,4818000,0
100000,4818000,114000,4828000,0
100000,4828000,114000,4836000,0
100000,4836000,114000,4879998,0
100000,4879998,114000,4880000,0
100000,4880000,114000,4883998,0
100000,4883998,114000,4884000,0
100000,4884000,114000,4886160,0
100000,4886160,114000,4891998,0
100000,4891998,114000,4892000,0
100000,4892000,114000,4894000,0
100000,4894000,114000,4898000,0
100000,4898000,114000,4900000,0
100000,4900000,114000,4902000,0
100000,4902000,114000,4959998,0
100000,4959998,114000,4960000,0
100000,4960000,114000,4996000,0
100000,4996000,114000,5039998,0
100000,5039998,114000,5040000,0
100000,5040000,114000,5097998,0
100000,5097998,114000,5098000,0
100000,5098000,114000,5119998,0
100000,5119998,114000,5120000,0
100000,5120000,114000,5160000,0
100000,5160000,114000,5165998,0
100000,5165998,114000,5166000,0
100000,5166000,114000,5184000,0
100000,5184000,114000,5190000,0
100000,5190000,114000,5191840,0
100000,5191840,114000,5194000,0
100000,5194000,114000,5200000,0
100000,5200000,114000,5218000,0
100000,5218000,114000,5228000,0
100000,5228000,114000,5280000,0
100000,5280000,114000,5346000,0
100000,5346000,114000,5360000,0
100000,5360000,114000,5440000,1
100000,5440000,114000,5492000,1
100000,5492000,114000,5494000,1
100000,5494000,114000,5498000,1
100000,5498000,114000,5520000,1
100000,5520000,114000,5600000,1
100000,5600000,114000,5680000,1
100000,5680000,114000,5760000,1
100000,5760000,114000,5820000,1
100000,5820000,114000,5822000,1
100000,5822000,114000,5826000,1
100000,5826000,114000,5840000,1
100000,5840000,114000,5919998,1
100000,5919998,114000,5920000,1
100000,5920000,114000,5942000,1
100000,5942000,114000,5987998,1
100000,5987998,114000,5988000,1
100000,5988000,114000,5994000,1
100000,5994000,114000,5999998,1
100000,5999998,114000,6010000,1
100000,6010000,114000,6012000,1
100000,6012000,114000,6016000,1
100000,6016000,114000,6018000,0
100000,6018000,114000,6038000,0
100000,6038000,114000,6046000,0
100000,6046000,114000,6058000,0
100000,6058000,114000,6060000,0
100000,6060000,114000,6084000,0
100000,6084000,114000,6096000,0
100000,6096000,114000,6100000,0
100000,6100000,114000,6116000,2
100000,6116000,114000,6138000,2
100000,6138000,114000,6159998,2
100000,6159998,114000,6184000,2
100000,6184000,114000,6233998,2
100000,6233998,114000,6234000,2
100000,6234000,114000,6234160,2
100000,6234160,114000,6237998,2
100000,6237998,114000,6238000,2
100000,6238000,114000,6239400,0
