x1,y1,x2,y2
4440000,4815000,4440000,2902000
4440000,2902000,7741000,2902000
7741000,2902000,7741000,2239999
7741000,2239999,9450000,2239999
9450000,2239999,9450000,2200000
9450000,2200000,9490000,2200000
9490000,2200000,9490000,2862000
9490000,2862000,7760000,2862000
7760000,2862000,7760000,3800000
7760000,3800000,7640000,3800000
9490000,2200000,9490000,2862000
9490000,2862000,7760000,2862000
7760000,2862000,7760000,3759999
7760000,3759999,7640000,3759999
7640000,3759999,7640000,3800000
9490000,2200000,9490000,2862000
9490000,2862000,7760000,2862000
7760000,2862000,7760000,3759999
7760000,3759999,7640000,3759999
7640000,3759999,7640000,3800000
3560000,2280000,3560000,2894420
3560000,2894420,5641000,2894420
5641000,2894420,5641000,164080
5641000,164080,9482000,164080
9482000,164080,9482000,2200000
9482000,2200000,9490000,2200000
3560000,2280000,3560000,2886420
3560000,2886420,3640000,2886420
3640000,2886420,3640000,2902000
3640000,2902000,7741000,2902000
7741000,2902000,7741000,2199999
7741000,2199999,9450000,2199999
9450000,2199999,9450000,2249999
9450000,2249999,5642960,2249999
5642960,2249999,5642960,2902000
5642960,2902000,3640000,2902000
3640000,2902000,3640000,2902000
3640000,2902000,7741000,2902000
7741000,2902000,7741000,2120000
7741000,2120000,9490000,2120000
9490000,2120000,9490000,2200000
190000,3336000,190000,3566920
190000,3566920,107000,3566920
107000,3566920,107000,5313000
107000,5313000,34000,5313000
34000,5313000,34000,6059000
34000,6059000,7041000,6059000
7041000,6059000,7041000,3839999
7041000,3839999,7640000,3839999
7640000,3839999,7640000,3800000
190000,3336000,190000,3566920
190000,3566920,107000,3566920
107000,3566920,107000,5313000
107000,5313000,34000,5313000
34000,5313000,34000,6059000
34000,6059000,7041000,6059000
7041000,6059000,7041000,3839999
7041000,3839999,7640000,3839999
7640000,3839999,7640000,3800000
3560000,2280000,5641000,2280000
5641000,2280000,5641000,164080
5641000,164080,9470000,164080
9470000,164080,9470000,2862000
9470000,2862000,7760000,2862000
7760000,2862000,7760000,3759999
7760000,3759999,7640000,3759999
7640000,3759999,7640000,3800000
3560000,2280000,5641000,2280000
5641000,2280000,5641000,164080
5641000,164080,9470000,164080
9470000,164080,9470000,2862000
9470000,2862000,7760000,2862000
7760000,2862000,7760000,3800000
7760000,3800000,7640000,3800000
9080000,5160000,9080000,3839999
9080000,3839999,7640000,3839999
7640000,3839999,7640000,3800000
8944000,3226998,5975512,3226998
5975512,3226998,5975512,6059000
5975512,6059000,34000,6059000
34000,6059000,34000,5254000
34000,5254000,146000,5254000
146000,5254000,146000,3336000
146000,3336000,190000,3336000
8944000,3226998,6636000,3226998
6636000,3226998,6636000,3439999
6636000,3439999,6596000,3439999
6596000,3439999,6596000,3799999
6596000,3799999,226000,3799999
226000,3799999,226000,3839999
226000,3839999,215168,3839999
215168,3839999,215168,3336000
215168,3336000,190000,3336000
4680000,3079998,4680000,3961999
4680000,3961999,5975512,3961999
5975512,3961999,5975512,6059000
5975512,6059000,34000,6059000
34000,6059000,34000,5254000
34000,5254000,146000,5254000
146000,5254000,146000,3336000
146000,3336000,190000,3336000
4840000,360000,4840000,164080
4840000,164080,9470000,164080
9470000,164080,9470000,2862000
9470000,2862000,8680000,2862000
8680000,2862000,7965000,2862000
7965000,2862000,7965000,5480000
7965000,5480000,7880000,5480000
8680000,2862000,8680000,6198998
8680000,6198998,8440000,6198998
4840000,360000,4840000,164080
4840000,164080,9470000,164080
9470000,164080,9470000,2862000
9470000,2862000,8680000,2862000
8680000,2862000,7965000,2862000
7965000,2862000,7760000,2862000
7760000,2862000,7760000,3800000
7760000,3800000,7640000,3800000
7965000,2862000,7965000,5480000
7965000,5480000,7880000,5480000
8680000,2862000,8680000,6198998
8680000,6198998,8440000,6198998
4840000,360000,4840000,164080
4840000,164080,9470000,164080
9470000,164080,9470000,2862000
9470000,2862000,8680000,2862000
8680000,2862000,7760000,2862000
7760000,2862000,7760000,3800000
7760000,3800000,7640000,3800000
8680000,2862000,8680000,6198998
8680000,6198998,8440000,6198998
4840000,360000,5635000,360000
5635000,360000,5635000,164080
5635000,164080,9470000,164080
9470000,164080,9470000,2862000
9470000,2862000,8977000,2862000
8977000,2862000,8977000,5160000
8977000,5160000,9080000,5160000
4840000,360000,5635000,360000
5635000,360000,5635000,164080
5635000,164080,9470000,164080
9470000,164080,9470000,2862000
9470000,2862000,8977000,2862000
8977000,2862000,8977000,5160000
8977000,5160000,9080000,5160000
4840000,360000,5635000,360000
5635000,360000,5635000,164080
5635000,164080,9470000,164080
9470000,164080,9470000,2862000
9470000,2862000,8977000,2862000
8977000,2862000,8977000,5160000
8977000,5160000,9080000,5160000
4840000,360000,5635000,360000
5635000,360000,5635000,164080
5635000,164080,9470000,164080
9470000,164080,9470000,2862000
9470000,2862000,8977000,2862000
8977000,2862000,8977000,5160000
8977000,5160000,9080000,5160000
4840000,360000,5635000,360000
5635000,360000,5635000,178900
5635000,178900,5641000,178900
5641000,178900,5641000,439999
5641000,439999,6120000,439999
6120000,439999,6120000,3961999
6120000,3961999,6200000,3961999
6200000,3961999,6200000,4520000
6200000,4520000,6120000,4520000
4840000,360000,5635000,360000
5635000,360000,5635000,164080
5635000,164080,9470000,164080
9470000,164080,9470000,2862000
9470000,2862000,7760000,2862000
7760000,2862000,7760000,4520000
7760000,4520000,6120000,4520000
4840000,360000,5635000,360000
5635000,360000,5635000,164080
5635000,164080,9470000,164080
9470000,164080,9470000,2862000
9470000,2862000,7760000,2862000
7760000,2862000,7760000,4520000
7760000,4520000,6120000,4520000
4840000,360000,5635000,360000
5635000,360000,5635000,164080
5635000,164080,9470000,164080
9470000,164080,9470000,2862000
9470000,2862000,7760000,2862000
7760000,2862000,7760000,4520000
7760000,4520000,6120000,4520000
4840000,360000,5635000,360000
5635000,360000,5635000,164080
5635000,164080,9470000,164080
9470000,164080,9470000,2862000
9470000,2862000,7760000,2862000
7760000,2862000,7760000,4504000
7760000,4504000,6120000,4504000
6120000,4504000,6120000,4520000
8440000,6198998,7288003,6198998
7288003,6198998,7288003,5991000
7288003,5991000,5975512,5991000
5975512,5991000,5975512,3560000
5975512,3560000,2920000,3560000
9639000,1240000,9639000,2862000
9639000,2862000,7760000,2862000
7760000,2862000,7760000,3532920
7760000,3532920,2920000,3532920
2920000,3532920,2920000,3560000
2040000,6198998,2753000,6198998
2753000,6198998,2753000,5964999
2753000,5964999,5975512,5964999
5975512,5964999,5975512,3593999
5975512,3593999,2920000,3593999
2920000,3593999,2920000,3560000
760000,6198998,760000,6059000
760000,6059000,5975512,6059000
5975512,6059000,5975512,3593999
5975512,3593999,2920000,3593999
2920000,3593999,2920000,3560000
9639000,1240000,9639000,2862000
9639000,2862000,8680000,2862000
8680000,2862000,7760000,2862000
7760000,2862000,7760000,3532920
7760000,3532920,2920000,3532920
2920000,3532920,2920000,3560000
8680000,2862000,8680000,6171999
8680000,6171999,8440000,6171999
8440000,6171999,8440000,6198998
6520000,40000,6520000,164080
6520000,164080,9470000,164080
9470000,164080,9470000,2862000
9470000,2862000,8680000,2862000
8680000,2862000,7760000,2862000
7760000,2862000,7760000,3532920
7760000,3532920,2920000,3532920
2920000,3532920,2920000,3560000
8680000,2862000,8680000,6171999
8680000,6171999,8440000,6171999
8440000,6171999,8440000,6198998
6520000,40000,6520000,164080
6520000,164080,9470000,164080
9470000,164080,9470000,2862000
9470000,2862000,7760000,2862000
7760000,2862000,7760000,3532920
7760000,3532920,2920000,3532920
2920000,3532920,2920000,3560000
9470000,164080,9639000,164080
9639000,164080,9639000,1240000
6520000,40000,6520000,164080
6520000,164080,9470000,164080
9470000,164080,9470000,2862000
9470000,2862000,7760000,2862000
7760000,2862000,7760000,3532920
7760000,3532920,2920000,3532920
2920000,3532920,2920000,3560000
9080000,5160000,9080000,3509000
9080000,3509000,6808000,3509000
6808000,3509000,6808000,2912000
6808000,2912000,6760000,2912000
9080000,3509000,9678984,3509000
9678984,3509000,9678984,149000
9678984,149000,8035140,149000
8035140,149000,8035140,164080
8035140,164080,3560000,164080
3560000,164080,3560000,2280000
5800000,4440000,9072652,4440000
9072652,4440000,9072652,5160000
9072652,5160000,9080000,5160000
4840000,6120000,4840000,4899000
4840000,4899000,4680000,4899000
4680000,4899000,4680000,4815000
4680000,4815000,6691000,4815000
6691000,4815000,6691000,2912000
6691000,2912000,6760000,2912000
9490000,2200000,9490000,2200000
9490000,2200000,9490000,2862000
9490000,2862000,7760000,2862000
7760000,2862000,7760000,2950000
7760000,2950000,6760000,2950000
6760000,2950000,6760000,2912000
190000,3336000,190000,3272000
190000,3272000,675000,3272000
675000,3272000,675000,164080
675000,164080,9470000,164080
9470000,164080,9470000,2862000
9470000,2862000,8944000,2862000
8944000,2862000,8944000,3226998
190000,3336000,190000,3566920
190000,3566920,107000,3566920
107000,3566920,107000,5313000
107000,5313000,34000,5313000
34000,5313000,34000,6059000
34000,6059000,6691000,6059000
6691000,6059000,6691000,2280000
6691000,2280000,6760000,2280000
190000,3336000,190000,3272000
190000,3272000,675000,3272000
675000,3272000,675000,2307000
675000,2307000,3560000,2307000
3560000,2307000,3560000,2280000
190000,3336000,190000,3272000
190000,3272000,675000,3272000
675000,3272000,675000,164080
675000,164080,9470000,164080
9470000,164080,9470000,2862000
9470000,2862000,8944000,2862000
8944000,2862000,8944000,3226998
190000,3336000,190000,3272000
190000,3272000,675000,3272000
675000,3272000,675000,2280000
675000,2280000,3560000,2280000
190000,3336000,190000,3272000
190000,3272000,675000,3272000
675000,3272000,675000,2307000
675000,2307000,3560000,2307000
3560000,2307000,3560000,2280000
9080000,5160000,9080000,3509000
9080000,3509000,9678984,3509000
9678984,3509000,9678984,149000
9678984,149000,8035140,149000
8035140,149000,8035140,164080
8035140,164080,3560000,164080
3560000,164080,3560000,2280000
9080000,5160000,9080000,3509000
9080000,3509000,9678984,3509000
9678984,3509000,9678984,149000
9678984,149000,8035140,149000
8035140,149000,8035140,164080
8035140,164080,3560000,164080
3560000,164080,3560000,2280000
9080000,5160000,9080000,3509000
9080000,3509000,9678984,3509000
9678984,3509000,9678984,149000
9678984,149000,8035140,149000
8035140,149000,8035140,164080
8035140,164080,3560000,164080
3560000,164080,3560000,2280000
2920000,3560000,2920000,3265000
2920000,3265000,9072652,3265000
9072652,3265000,9072652,2253000
9072652,2253000,9470000,2253000
9470000,2253000,9470000,164080
9470000,164080,3560000,164080
3560000,164080,3560000,2280000
360000,360000,3560000,360000
3560000,360000,3560000,2280000
130000,3554000,130000,3272000
130000,3272000,675000,3272000
675000,3272000,675000,2280000
675000,2280000,3560000,2280000
130000,3554000,130000,3272000
130000,3272000,675000,3272000
675000,3272000,675000,2280000
675000,2280000,3560000,2280000
7880000,5480000,7880000,2553919
7880000,2553919,9470000,2553919
9470000,2553919,9470000,164080
9470000,164080,3560000,164080
3560000,164080,3560000,2280000
8944000,3226998,8944000,2253000
8944000,2253000,9470000,2253000
9470000,2253000,9470000,164080
9470000,164080,3560000,164080
3560000,164080,3560000,2280000
2920000,3560000,7041000,3560000
7041000,3560000,7041000,6234080
7041000,6234080,8440000,6234080
8440000,6234080,8440000,6198998
360000,360000,5635000,360000
5635000,360000,5635000,164080
5635000,164080,9470000,164080
9470000,164080,9470000,2862000
9470000,2862000,8680000,2862000
8680000,2862000,8680000,6198998
8680000,6198998,8440000,6198998
130000,3554000,215168,3554000
215168,3554000,215168,3676999
215168,3676999,3560000,3676999
3560000,3676999,3560000,4806000
3560000,4806000,3480000,4806000
3480000,4806000,3480000,6234080
3480000,6234080,8440000,6234080
8440000,6234080,8440000,6198998
130000,3554000,130000,5313000
130000,5313000,34000,5313000
34000,5313000,34000,6090000
34000,6090000,7041000,6090000
7041000,6090000,7041000,6234080
7041000,6234080,8440000,6234080
8440000,6234080,8440000,6198998
130000,3554000,130000,5313000
130000,5313000,34000,5313000
34000,5313000,34000,6059000
34000,6059000,5975512,6059000
5975512,6059000,5975512,3079998
5975512,3079998,4680000,3079998
2920000,3560000,7041000,3560000
7041000,3560000,7041000,6234080
7041000,6234080,8390000,6234080
8390000,6234080,8390000,6198998
8390000,6198998,8440000,6198998
7041000,3560000,8977000,3560000
8977000,3560000,8977000,2253000
8977000,2253000,9470000,2253000
9470000,2253000,9470000,164080
9470000,164080,3560000,164080
3560000,164080,3560000,2280000
360000,360000,360000,2280000
360000,2280000,3560000,2280000
360000,360000,5041480,360000
5041480,360000,5041480,164080
5041480,164080,9470000,164080
9470000,164080,9470000,2862000
9470000,2862000,8680000,2862000
8680000,2862000,8680000,6198998
8680000,6198998,8440000,6198998
130000,3554000,130000,3272000
130000,3272000,675000,3272000
675000,3272000,675000,2280000
675000,2280000,3560000,2280000
130000,3554000,130000,5313000
130000,5313000,34000,5313000
34000,5313000,34000,6090000
34000,6090000,7041000,6090000
7041000,6090000,7041000,6234080
7041000,6234080,8440000,6234080
8440000,6234080,8440000,6198998
130000,3554000,130000,3272000
130000,3272000,675000,3272000
675000,3272000,675000,2280000
675000,2280000,3560000,2280000
130000,3554000,130000,5313000
130000,5313000,34000,5313000
34000,5313000,34000,6090000
34000,6090000,7041000,6090000
